[0, 6.98, -1.7600000000000016, -2.33, 90.0]
[1, 6.98, -9.25, -2.33, 0.0]
[2, 6.98, -9.25, -3.83, 0.0]
[3, 6.98, -17.689999999999998, -3.83, 0.0]
[4, 6.98, -17.689999999999998, -2.33, 0.0]
[5, 6.98, -31.5, -2.33, 0.0]
[6, 13.02, -31.5, -2.33, 90.0]
[7, 13.02, -17.689999999999998, -2.33, 90.0]
[8, 13.02, -17.689999999999998, -3.83, 0.0]
[9, 13.02, -9.25, -3.83, 0.0]
[10, 13.02, -9.25, -2.33, 0.0]
[11, 13.02, -1.7600000000000016, -2.33, 0.0]
[12, 13.02, -1.7600000000000016, -3.83, 0.0]
[13, 13.02, -9.25, -3.83, 0.0]
[14, 13.02, -9.25, -5.33, 0.0]
[15, 13.02, -17.689999999999998, -5.33, 0.0]
[16, 13.02, -17.689999999999998, -3.83, 0.0]
[17, 13.02, -31.5, -3.83, 0.0]
[18, 6.98, -31.5, -3.83, -90.0]
[19, 6.98, -17.689999999999998, -3.83, -90.0]
[20, 6.98, -17.689999999999998, -5.33, 0.0]
[21, 6.98, -9.25, -5.33, 0.0]
[22, 6.98, -9.25, -3.83, 0.0]
[23, 6.98, -1.7600000000000016, -3.83, 0.0]
[24, 6.98, -1.7600000000000016, -5.33, 0.0]
[25, 6.98, -1.7600000000000016, -7.83, 0.0]
[26, 9.24, -31.5, -6.13, -90.0]
[27, 9.24, -3.2600000000000016, -6.13, 0.0]
[28, 10.0, -31.5, -6.13, 0.0]
[29, 10.0, -3.2600000000000016, -6.13, 0.0]
[30, 10.76, -31.5, -6.13, 0.0]
[31, 10.76, -3.2600000000000016, -6.13, 0.0]
[32, 11.52, -31.5, -6.13, 0.0]
[33, 11.52, -3.2600000000000016, -6.13, 0.0]
[34, 6.98, 0.5799999999999983, -6.13, 0.0]
[35, 7.63, 4.270000000000003, -10.809999999999999, 90.0]
[36, 7.63, 0.5799999999999983, -4.63, 0.0]
[37, 7.63, 4.632500000000002, -10.809999999999999, 0.0]
[38, 7.63, 2.124999999999999, -4.63, 0.0]
[39, 7.63, 4.995000000000001, -10.809999999999999, 0.0]
[40, 7.63, 3.67, -4.63, 0.0]
[41, 7.63, 5.3575, -10.809999999999999, 0.0]
[42, 7.63, 5.215000000000001, -4.63, 0.0]
[43, 7.63, 1.3299999999999983, -6.13, 0.0]
[44, 3.74, 5.280000000000001, -6.13, 0.0]
[45, 7.63, 2.119999999999999, -6.13, 0.0]
[46, 3.74, 5.465000000000002, -6.13, 0.0]
[47, 7.63, 2.91, -6.13, 0.0]
[48, 3.74, 5.650000000000002, -6.13, 0.0]
[49, 7.63, 3.700000000000001, -6.13, 0.0]
[50, 3.74, 5.835000000000003, -6.13, 0.0]
[51, 6.98, 7.75, -6.13, 0.0]
[52, 13.02, 7.75, -6.13, 90.0]
[53, 12.37, 0.5799999999999983, -6.13, -90.0]
[54, 12.37, 2.8299999999999983, -6.13, 0.0]
[55, 12.37, 4.270000000000003, -10.809999999999999, 0.0]
[56, 12.37, 0.5799999999999983, -4.63, 0.0]
[57, 12.37, 4.632500000000002, -10.809999999999999, 0.0]
[58, 12.37, 2.124999999999999, -4.63, 0.0]
[59, 12.37, 4.995000000000001, -10.809999999999999, 0.0]
[60, 12.37, 3.67, -4.63, 0.0]
[61, 12.37, 5.3575, -10.809999999999999, 0.0]
[62, 12.37, 5.215000000000001, -4.63, 0.0]
[63, 12.37, 2.8299999999999983, -6.13, 0.0]
[64, 16.259999999999998, 5.280000000000001, -6.13, 0.0]
[65, 12.37, 3.619999999999999, -6.13, 0.0]
[66, 16.259999999999998, 5.465000000000002, -6.13, 0.0]
[67, 12.37, 4.41, -6.13, 0.0]
[68, 16.259999999999998, 5.650000000000002, -6.13, 0.0]
[69, 12.37, 5.200000000000001, -6.13, 0.0]
[70, 16.259999999999998, 5.835000000000003, -6.13, 0.0]
[71, 12.37, 7.75, -6.13, 0.0]
[72, 9.98, 7.75, -10.129999999999999, 90.0]
[73, 6.41, -10.75, -3.83, 90.0]
[74, -2.4299999999999997, -8.57, -4.529999999999999, 0.0]
[75, 4.91, -10.75, -3.83, 0.0]
[76, -2.4299999999999997, -8.915, -4.529999999999999, 0.0]
[77, 4.91, -12.11, -3.83, 0.0]
[78, -2.4299999999999997, -9.259999999999998, -4.529999999999999, 0.0]
[79, 4.91, -13.469999999999999, -3.83, 0.0]
[80, -2.4299999999999997, -9.604999999999997, -4.529999999999999, 0.0]
[81, 4.91, -14.829999999999998, -3.83, 0.0]
[82, 4.91, -16.189999999999998, -6.13, 0.0]
[83, 15.09, -16.189999999999998, -6.13, 90.0]
[84, 15.09, -10.75, -3.83, 90.0]
[85, 22.43, -8.57, -4.529999999999999, 0.0]
[86, 15.09, -10.75, -3.83, 0.0]
[87, 22.43, -8.915, -4.529999999999999, 0.0]
[88, 15.09, -12.11, -3.83, 0.0]
[89, 22.43, -9.259999999999998, -4.529999999999999, 0.0]
[90, 15.09, -13.469999999999999, -3.83, 0.0]
[91, 22.43, -9.604999999999997, -4.529999999999999, 0.0]
[92, 15.09, -14.829999999999998, -3.83, 0.0]
[93, 15.09, -10.75, -9.83, 0.0]
[94, 0, 0, -9.83, 0.0]
[95, 0, 0, -1, 180.0]
